Source	Target
http://dbpedia.org/resource/Natchez,_Mississippi	http://data.nytimes.com/56399731571712931101
http://dbpedia.org/resource/%C3%9Atila	http://data.nytimes.com/N75304497924591241091
http://dbpedia.org/resource/Madison	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000006ec5d
http://dbpedia.org/resource/Natchez%2C_Mississippi	http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000000dd52a
http://dbpedia.org/resource/Madison%2C_Wisconsin	http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000006ec5d
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000008f989	http://dbpedia.org/resource/Chang%E2%80%99an
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000008f989	http://dbpedia.org/resource/Hao_%28city%29
http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000008f989	http://dbpedia.org/resource/Xi%27an
http://data.nytimes.com/56399731571712931101	http://dbpedia.org/resource/Xi%27an
http://sws.geonames.org/1790630/	http://dbpedia.org/resource/Xi%27an
